Order_id;Order_type;Sub_department;mean_time;Difficulty_level;Perform_peoples;Hull_number;Floor;Execution_date
3116;Antivirus;technical_department;10;4;1;9;5;2021-02-19
3117;OS;technical_department;10;1;2;6;4;2021-05-13
3118;OS;Information Resources Department;10;3;3;5;8;2021-06-17
3119;Internet;Telecommunications_department;10;4;1;3;6;2021-03-04
3120;Mail;technical_department;10;2;1;9;5;2021-04-02
3121;Installing software;Telecommunications_department;10;2;2;8;3;2021-06-13
3122;Antivirus;Telecommunications_department;10;1;1;10;5;2021-07-06
3123;Office equipment;technical_department;10;5;2;10;2;2021-03-12
3124;Accounts;technical_department;10;5;2;7;8;2021-03-30
3125;Laying the network;Information Resources Department;10;2;1;9;4;2021-05-29
3126;Office equipment;technical_department;10;4;2;1;6;2021-06-10
3127;Internet;technical_department;10;5;1;4;1;2021-02-03
3128;Internet;Telecommunications_department;10;3;1;4;6;2021-02-09
3129;Laying the network;Telecommunications_department;10;2;3;8;1;2021-03-30
3130;Mail;Information Resources Department;10;2;2;3;1;2021-03-31
3131;Antivirus;technical_department;10;5;1;9;3;2021-11-11
3132;Accounts;Information Resources Department;10;5;2;11;7;2021-11-06
3133;Office equipment;technical_department;10;2;1;6;9;2021-12-14
3134;Accounts;Information Resources Department;10;3;3;3;8;2021-12-03
3135;Installing software;Telecommunications_department;10;3;2;12;9;2021-07-06
3136;Mail;Telecommunications_department;10;1;3;5;3;2021-06-19
3137;Internet;Information Resources Department;10;5;2;2;3;2021-07-16
3138;Internet;Information Resources Department;10;4;2;2;9;2021-06-23
3139;PC hardware replacement;Information Resources Department;10;2;1;1;9;2021-01-13
3140;Office equipment;technical_department;10;2;3;9;1;2021-12-15
3141;Laying the network;Information Resources Department;10;3;2;9;1;2021-12-30
3142;Installing software;technical_department;10;4;2;12;5;2021-11-26
3143;Accounts;Telecommunications_department;10;4;2;1;4;2021-06-07
3144;Laying the network;Information Resources Department;10;2;1;11;3;2021-04-28
3145;PC hardware replacement;Information Resources Department;10;1;3;2;1;2021-05-02
3146;Installing software;Telecommunications_department;10;4;1;7;5;2021-03-18
3147;Office equipment;technical_department;10;2;1;12;2;2021-09-14
3148;Office equipment;Information Resources Department;10;1;2;12;9;2021-07-25
3149;Office equipment;technical_department;10;2;2;6;5;2021-07-17
3150;Internet;Information Resources Department;10;3;3;2;7;2021-05-22
3151;Office equipment;Information Resources Department;10;3;3;9;3;2021-11-06
3152;Role system;Information Resources Department;10;5;2;12;9;2021-09-06
3153;OS;technical_department;10;3;3;8;4;2021-08-17
3154;Mail;Telecommunications_department;10;2;1;7;4;2021-06-11
3155;Accounts;Telecommunications_department;10;4;1;4;8;2021-11-15
3156;Mail;Information Resources Department;10;3;3;10;3;2021-09-02
3157;Internet;Information Resources Department;10;4;1;9;6;2021-08-03
3158;Role system;technical_department;10;5;2;10;5;2021-05-16
3159;OS;Telecommunications_department;10;4;3;10;7;2021-10-08
3160;Laying the network;technical_department;10;1;3;7;1;2021-07-16
3161;Role system;technical_department;10;4;1;8;2;2021-06-04
3162;OS;technical_department;10;2;2;12;9;2021-03-05
3163;PC hardware replacement;Information Resources Department;10;4;3;3;9;2021-07-18
3164;Mail;Telecommunications_department;10;3;3;2;2;2021-04-12
3165;Antivirus;Information Resources Department;10;3;1;6;2;2021-02-18
3166;Office equipment;Information Resources Department;10;3;3;12;7;2021-11-07
3167;Internet;Information Resources Department;10;2;1;6;6;2021-03-11
3168;Role system;technical_department;10;4;2;7;6;2021-11-23
3169;Mail;Information Resources Department;10;2;3;2;5;2021-09-19
3170;Installing software;technical_department;10;4;2;11;8;2021-05-29
3171;Mail;technical_department;10;1;1;7;6;2021-09-17
3172;Office equipment;Information Resources Department;10;5;1;12;5;2021-05-22
3173;Role system;Telecommunications_department;10;5;3;9;2;2021-03-06
3174;Antivirus;technical_department;10;5;2;9;4;2021-11-01
3175;Laying the network;Information Resources Department;10;3;1;7;1;2021-02-10
3176;Antivirus;Telecommunications_department;10;5;2;2;7;2021-10-02
3177;Office equipment;Information Resources Department;10;2;1;2;3;2021-07-06
3178;Antivirus;Telecommunications_department;10;4;3;4;4;2021-02-20
3179;Accounts;Telecommunications_department;10;1;3;6;8;2021-05-20
3180;OS;Telecommunications_department;10;4;1;3;4;2021-12-29
3181;Laying the network;Information Resources Department;10;4;3;6;7;2021-09-21
3182;Installing software;technical_department;10;4;3;11;6;2021-04-26
3183;Installing software;technical_department;10;2;2;3;9;2021-07-13
3184;Role system;Telecommunications_department;10;3;1;3;3;2021-02-10
3185;Office equipment;technical_department;10;5;3;8;5;2021-10-22
3186;OS;Telecommunications_department;10;2;3;4;3;2021-05-16
3187;Internet;technical_department;10;3;3;10;5;2021-07-21
3188;Role system;Telecommunications_department;10;1;2;1;7;2021-02-07
3189;Mail;Telecommunications_department;10;5;2;9;7;2021-10-07
3190;PC hardware replacement;technical_department;10;5;2;7;4;2021-04-20
3191;Accounts;Information Resources Department;10;3;2;4;4;2021-06-14
3192;Antivirus;Information Resources Department;10;4;1;10;4;2021-12-19
3193;Accounts;technical_department;10;5;1;8;3;2021-08-08
3194;Internet;technical_department;10;2;2;9;8;2021-02-08
3195;Mail;technical_department;10;3;2;9;6;2021-03-23
3196;Role system;technical_department;10;5;1;5;5;2021-09-16
3197;Internet;Information Resources Department;10;5;2;6;3;2021-04-24
3198;Role system;technical_department;10;4;3;9;6;2021-10-13
3199;Office equipment;Telecommunications_department;10;2;3;12;3;2021-11-14
3200;Internet;Information Resources Department;10;2;3;10;1;2021-04-29
3201;Accounts;Telecommunications_department;10;3;1;2;6;2021-11-23
3202;Antivirus;technical_department;10;5;2;8;8;2021-05-03
3203;Antivirus;Information Resources Department;10;5;3;1;3;2021-05-24
3204;OS;Telecommunications_department;10;2;3;2;8;2021-10-25
3205;Accounts;Telecommunications_department;10;1;1;9;3;2021-05-11
3206;Mail;Telecommunications_department;10;5;2;5;3;2021-10-06
3207;OS;technical_department;10;3;3;1;7;2021-10-15
3208;Office equipment;technical_department;10;2;3;5;2;2021-03-08
3209;Laying the network;Telecommunications_department;10;4;2;2;4;2021-09-10
3210;Mail;Information Resources Department;10;5;3;1;3;2021-01-26
3211;Internet;Information Resources Department;10;5;2;12;5;2021-01-24
3212;PC hardware replacement;technical_department;10;2;2;6;7;2021-06-04
3213;Role system;Information Resources Department;10;5;1;6;8;2021-11-25
3214;Antivirus;technical_department;10;4;3;8;6;2021-04-01
3215;Internet;Telecommunications_department;10;1;1;9;6;2021-03-18
3216;Internet;technical_department;10;1;2;6;7;2021-07-16
3217;Laying the network;technical_department;10;2;1;8;7;2021-12-26
3218;Internet;Information Resources Department;10;2;3;1;3;2021-04-20
3219;Office equipment;Telecommunications_department;10;2;2;4;2;2021-03-26
3220;Internet;technical_department;10;4;3;4;1;2021-07-13
3221;Installing software;Telecommunications_department;10;2;2;9;9;2021-12-11
3222;Laying the network;Telecommunications_department;10;5;2;4;3;2021-03-25
3223;Laying the network;Telecommunications_department;10;2;1;10;1;2021-02-17
3224;Office equipment;Telecommunications_department;10;1;2;1;8;2021-05-25
3225;Installing software;technical_department;10;2;2;8;5;2021-10-12
3226;Installing software;technical_department;10;2;2;6;7;2021-01-13
3227;Antivirus;Telecommunications_department;10;2;1;3;3;2021-11-25
3228;Internet;Information Resources Department;10;3;3;8;9;2021-02-20
3229;Role system;Information Resources Department;10;1;3;6;4;2021-06-29
3230;PC hardware replacement;technical_department;10;4;3;6;5;2021-09-17
3231;Installing software;Information Resources Department;10;1;3;6;9;2021-07-20
3232;Laying the network;Telecommunications_department;10;5;1;1;4;2021-10-03
3233;PC hardware replacement;Telecommunications_department;10;5;1;2;7;2021-01-29
3234;Accounts;technical_department;10;5;2;5;7;2021-04-08
3235;PC hardware replacement;technical_department;10;4;2;7;9;2021-01-27
3236;PC hardware replacement;technical_department;10;5;1;5;3;2021-03-31
3237;Installing software;Telecommunications_department;10;3;1;9;5;2021-07-15
3238;OS;Telecommunications_department;10;5;2;2;3;2021-09-11
3239;Accounts;Telecommunications_department;10;2;2;7;3;2021-06-21
3240;Office equipment;Information Resources Department;10;5;2;8;5;2021-08-12
3241;Internet;Telecommunications_department;10;5;2;2;5;2021-11-14
3242;OS;Information Resources Department;10;5;3;10;2;2021-12-30
3243;Office equipment;technical_department;10;4;1;6;1;2021-09-28
3244;PC hardware replacement;Information Resources Department;10;5;1;9;2;2021-11-07
3245;Mail;Telecommunications_department;10;2;1;6;1;2021-01-31
3246;Mail;technical_department;10;4;3;5;5;2021-03-06
3247;Office equipment;Information Resources Department;10;5;1;3;3;2021-11-21
3248;Laying the network;Information Resources Department;10;3;1;9;2;2021-12-20
3249;Role system;Information Resources Department;10;3;2;8;8;2021-03-02
3250;PC hardware replacement;Information Resources Department;10;3;3;9;2;2021-03-26
3251;Accounts;Information Resources Department;10;1;1;10;7;2021-11-29
3252;Laying the network;Information Resources Department;10;2;2;7;5;2021-12-17
3253;PC hardware replacement;Telecommunications_department;10;4;3;9;1;2021-02-16
3254;Accounts;Telecommunications_department;10;5;2;1;2;2021-02-28
3255;OS;Information Resources Department;10;1;3;4;6;2021-10-23
3256;OS;technical_department;10;4;1;3;2;2021-10-29
3257;OS;Information Resources Department;10;3;3;8;6;2021-12-17
3258;Antivirus;Telecommunications_department;10;3;2;3;6;2021-12-17
3259;PC hardware replacement;Information Resources Department;10;1;3;9;9;2021-08-01
3260;Laying the network;Telecommunications_department;10;1;1;11;3;2021-07-27
3261;Accounts;Telecommunications_department;10;3;3;6;6;2021-09-02
3262;Laying the network;Telecommunications_department;10;4;3;3;4;2021-08-23
3263;Internet;technical_department;10;5;2;12;6;2021-03-25
3264;Antivirus;technical_department;10;2;3;4;8;2021-03-09
3265;OS;Telecommunications_department;10;1;2;2;9;2021-04-04
3266;Office equipment;Telecommunications_department;10;5;2;2;6;2021-03-13
3267;Mail;Telecommunications_department;10;3;1;1;6;2021-10-02
3268;Installing software;Telecommunications_department;10;3;2;8;7;2021-09-04
3269;OS;technical_department;10;4;2;9;6;2021-09-19
3270;Internet;Telecommunications_department;10;1;2;11;2;2021-08-16
3271;Laying the network;Information Resources Department;10;1;1;1;9;2021-02-24
3272;OS;Telecommunications_department;10;3;3;11;9;2021-01-16
3273;Mail;Telecommunications_department;10;2;3;2;7;2021-01-20
3274;Internet;Information Resources Department;10;5;3;7;1;2021-12-05
3275;Accounts;Telecommunications_department;10;3;3;11;7;2021-06-03
3276;Installing software;technical_department;10;2;2;12;5;2021-04-14
3277;Installing software;Telecommunications_department;10;3;2;6;2;2021-04-06
3278;OS;Telecommunications_department;10;4;3;1;4;2021-02-09
3279;Installing software;technical_department;10;4;3;8;9;2021-07-27
3280;Antivirus;Telecommunications_department;10;1;2;12;5;2021-05-26
3281;Mail;Information Resources Department;10;5;2;8;9;2021-05-07
3282;Laying the network;technical_department;10;3;3;6;1;2021-02-28
3283;Internet;technical_department;10;5;1;4;4;2021-08-04
3284;Laying the network;Telecommunications_department;10;4;3;10;8;2021-05-23
3285;Office equipment;technical_department;10;5;1;9;2;2021-04-22
3286;Office equipment;Information Resources Department;10;1;2;10;1;2021-02-02
3287;Accounts;technical_department;10;5;3;10;3;2021-06-28
3288;PC hardware replacement;Information Resources Department;10;2;2;6;6;2021-04-04
3289;Antivirus;Information Resources Department;10;5;3;8;7;2021-02-21
3290;Mail;Telecommunications_department;10;3;2;12;5;2021-11-22
3291;Mail;technical_department;10;5;3;2;6;2021-04-06
3292;Antivirus;technical_department;10;4;3;1;7;2021-12-30
3293;PC hardware replacement;Telecommunications_department;10;4;1;6;7;2021-11-07
3294;Accounts;Telecommunications_department;10;5;2;12;3;2021-07-28
3295;Office equipment;Telecommunications_department;10;4;1;5;2;2021-11-28
3296;Antivirus;Telecommunications_department;10;5;1;7;2;2021-08-12
3297;Antivirus;technical_department;10;3;3;2;1;2021-06-09
3298;Role system;Telecommunications_department;10;1;2;11;5;2021-02-15
3299;Antivirus;Information Resources Department;10;2;3;7;3;2021-06-07
3300;Accounts;technical_department;10;1;1;11;1;2021-02-08
3301;Antivirus;technical_department;10;1;2;9;7;2021-11-23
3302;Installing software;Information Resources Department;10;1;2;8;1;2021-07-22
3303;OS;technical_department;10;5;1;7;6;2021-10-30
3304;PC hardware replacement;technical_department;10;1;1;2;3;2021-06-21
3305;Accounts;technical_department;10;3;1;2;8;2021-03-26
3306;Installing software;technical_department;10;1;3;4;9;2021-11-09
3307;Internet;Information Resources Department;10;2;2;5;4;2021-02-07
3308;Accounts;Information Resources Department;10;5;3;3;9;2021-09-17
3309;OS;Telecommunications_department;10;5;3;6;3;2021-06-10
3310;Role system;Telecommunications_department;10;5;2;10;3;2021-01-14
3311;Internet;Information Resources Department;10;3;2;2;5;2021-04-02
3312;Office equipment;Information Resources Department;10;4;3;3;9;2021-10-30
3313;Installing software;Information Resources Department;10;1;3;8;2;2021-07-11
3314;Accounts;technical_department;10;3;3;3;9;2021-02-03
3315;Office equipment;Telecommunications_department;10;4;3;10;1;2021-04-10
3316;Antivirus;technical_department;10;2;1;1;3;2021-10-26
3317;Antivirus;technical_department;10;2;1;9;4;2021-06-27
3318;Mail;Information Resources Department;10;1;2;7;9;2021-01-08
3319;Laying the network;Telecommunications_department;10;4;2;4;9;2021-03-03
3320;Installing software;Telecommunications_department;10;5;1;9;1;2021-09-08
3321;Laying the network;Information Resources Department;10;1;1;8;9;2021-04-28
3322;OS;Information Resources Department;10;3;1;8;4;2021-10-27
3323;Antivirus;Telecommunications_department;10;4;2;8;2;2021-12-10
3324;Office equipment;Information Resources Department;10;2;1;4;2;2021-06-05
3325;OS;Telecommunications_department;10;1;1;6;8;2021-01-12
3326;Antivirus;Telecommunications_department;10;5;2;9;2;2021-07-02
3327;Installing software;Information Resources Department;10;3;3;11;8;2021-08-03
3328;Office equipment;technical_department;10;3;2;10;6;2021-01-17
3329;Internet;technical_department;10;4;3;2;2;2021-08-13
3330;PC hardware replacement;Information Resources Department;10;1;1;8;4;2021-01-21
3331;PC hardware replacement;technical_department;10;1;2;1;8;2021-02-10
3332;Mail;Information Resources Department;10;4;2;2;5;2021-07-15
3333;Laying the network;technical_department;10;2;3;8;9;2021-01-28
3334;Laying the network;Information Resources Department;10;1;2;5;9;2021-06-26
3335;Accounts;Information Resources Department;10;4;3;1;3;2021-07-05
3336;Installing software;Information Resources Department;10;4;3;5;7;2021-11-25
3337;PC hardware replacement;technical_department;10;5;1;2;9;2021-05-30
3338;Laying the network;technical_department;10;1;3;1;8;2021-10-14
3339;Office equipment;technical_department;10;1;1;11;1;2021-10-12
3340;Mail;Telecommunications_department;10;3;2;6;3;2021-02-22
3341;Office equipment;technical_department;10;1;3;5;5;2021-08-15
3342;PC hardware replacement;Information Resources Department;10;5;2;7;2;2021-12-19
3343;Office equipment;technical_department;10;2;1;8;2;2021-12-05
3344;OS;Telecommunications_department;10;2;2;5;3;2021-04-05
3345;OS;Telecommunications_department;10;3;1;8;3;2021-09-15
3346;Office equipment;technical_department;10;3;3;12;8;2021-01-08
3347;Accounts;Information Resources Department;10;3;2;4;7;2021-12-13
3348;Office equipment;Information Resources Department;10;5;3;4;7;2021-04-02
3349;Internet;technical_department;10;3;2;8;5;2021-08-31
3350;OS;Information Resources Department;10;1;2;4;8;2021-12-12
3351;OS;Information Resources Department;10;3;1;10;6;2021-11-06
3352;Installing software;technical_department;10;2;2;12;4;2021-02-12
3353;Role system;Telecommunications_department;10;3;1;8;1;2021-07-02
3354;Role system;Information Resources Department;10;3;1;5;3;2021-10-02
3355;PC hardware replacement;technical_department;10;3;1;2;8;2021-08-15
3356;Office equipment;Telecommunications_department;10;4;2;7;5;2021-11-09
3357;Antivirus;technical_department;10;2;2;5;1;2021-03-18
3358;Mail;Information Resources Department;10;5;2;6;1;2021-06-07
3359;Internet;technical_department;10;2;2;5;5;2021-04-09
3360;OS;Information Resources Department;10;1;1;1;1;2021-06-22
3361;Role system;technical_department;10;1;1;2;4;2021-10-17
3362;Laying the network;Information Resources Department;10;1;1;5;3;2021-12-25
3363;Mail;Telecommunications_department;10;5;1;7;5;2021-10-16
3364;Role system;Telecommunications_department;10;1;3;5;8;2021-12-18
3365;Role system;Information Resources Department;10;4;1;8;1;2021-04-04
3366;Accounts;technical_department;10;1;1;2;8;2021-05-31
3367;Laying the network;technical_department;10;3;2;7;9;2021-03-10
3368;Accounts;technical_department;10;1;1;8;2;2021-05-01
3369;Office equipment;technical_department;10;1;2;2;2;2021-08-04
3370;Accounts;Telecommunications_department;10;1;3;10;7;2021-09-19
3371;Accounts;Information Resources Department;10;5;3;5;7;2021-06-18
3372;Role system;technical_department;10;1;3;9;7;2021-07-28
3373;Laying the network;technical_department;10;3;1;5;6;2021-10-19
3374;Laying the network;Information Resources Department;10;5;2;4;1;2021-11-23
3375;Accounts;Telecommunications_department;10;1;3;2;8;2021-08-10
3376;PC hardware replacement;technical_department;10;5;3;8;7;2021-09-08
3377;Office equipment;Telecommunications_department;10;4;1;8;4;2021-11-19
3378;Role system;Telecommunications_department;10;4;3;9;7;2021-12-12
3379;Internet;technical_department;10;2;1;10;4;2021-08-19
3380;OS;Telecommunications_department;10;3;1;6;1;2021-09-05
3381;Mail;Information Resources Department;10;5;3;8;6;2021-11-05
3382;Internet;technical_department;10;2;1;12;7;2021-11-17
3383;Accounts;technical_department;10;2;3;4;3;2021-07-12
3384;Accounts;Telecommunications_department;10;5;3;3;8;2021-07-18
3385;Accounts;Telecommunications_department;10;5;2;8;2;2021-09-05
3386;PC hardware replacement;Information Resources Department;10;4;1;2;2;2021-09-06
3387;Mail;Telecommunications_department;10;2;3;8;5;2021-04-20
3388;OS;technical_department;10;2;1;10;9;2021-04-15
3389;Internet;technical_department;10;4;3;5;2;2021-05-23
3390;OS;Information Resources Department;10;5;2;3;9;2021-05-12
3391;Office equipment;Telecommunications_department;10;1;1;11;2;2021-12-12
3392;PC hardware replacement;Telecommunications_department;10;3;2;4;4;2021-11-26
3393;Accounts;Information Resources Department;10;2;1;2;5;2021-12-22
3394;Accounts;Information Resources Department;10;1;1;2;2;2021-11-30
3395;Antivirus;Information Resources Department;10;4;1;1;2;2021-06-21
3396;Role system;technical_department;10;4;2;8;3;2021-05-24
3397;Accounts;Information Resources Department;10;5;1;8;2;2021-06-08
3398;Office equipment;technical_department;10;2;1;11;7;2021-05-06
3399;OS;Telecommunications_department;10;2;1;1;6;2021-11-13
3400;Mail;Information Resources Department;10;4;3;10;5;2021-10-05
3401;Antivirus;Information Resources Department;10;3;2;2;3;2021-10-08
3402;Office equipment;Telecommunications_department;10;1;3;7;6;2021-08-24
3403;Internet;technical_department;10;4;3;11;4;2021-02-21
3404;Internet;Information Resources Department;10;4;1;12;2;2021-01-01
3405;Internet;technical_department;10;5;2;5;7;2021-12-24
3406;Accounts;Information Resources Department;10;5;2;1;9;2021-10-28
3407;Internet;Information Resources Department;10;5;2;8;5;2021-04-16
3408;PC hardware replacement;Information Resources Department;10;2;1;11;2;2021-02-13
3409;Laying the network;Telecommunications_department;10;1;2;8;6;2021-01-25
3410;PC hardware replacement;Telecommunications_department;10;4;3;6;6;2021-11-17
3411;Office equipment;Information Resources Department;10;1;3;4;1;2021-04-24
3412;PC hardware replacement;technical_department;10;5;3;9;5;2021-02-10
3413;Accounts;Information Resources Department;10;1;3;8;8;2021-01-10
3414;Installing software;technical_department;10;2;1;9;7;2021-10-22
3415;Laying the network;Information Resources Department;10;1;2;10;9;2021-03-18
3416;Mail;technical_department;10;3;2;6;2;2021-12-22
3417;Installing software;technical_department;10;1;3;7;4;2021-11-10
3418;Laying the network;technical_department;10;4;1;11;1;2021-08-11
3419;Antivirus;Information Resources Department;10;1;2;2;2;2021-12-24
3420;PC hardware replacement;Information Resources Department;10;5;2;1;3;2021-09-19
3421;Role system;technical_department;10;5;3;5;3;2021-07-27
3422;Internet;technical_department;10;1;2;12;9;2021-04-17
3423;Accounts;technical_department;10;5;3;5;8;2021-08-17
3424;Installing software;technical_department;10;1;1;7;8;2021-05-02
3425;PC hardware replacement;Information Resources Department;10;4;2;1;6;2021-02-26
3426;Office equipment;technical_department;10;2;1;10;1;2021-11-04
3427;PC hardware replacement;Telecommunications_department;10;3;3;7;8;2021-02-25
3428;Internet;Information Resources Department;10;2;3;11;7;2021-10-28
3429;Installing software;Information Resources Department;10;2;2;8;4;2021-08-13
3430;Role system;technical_department;10;2;1;8;6;2021-04-10
3431;Accounts;Information Resources Department;10;1;3;7;3;2021-07-19
3432;Role system;Telecommunications_department;10;2;1;1;9;2021-03-11
3433;Internet;Information Resources Department;10;4;3;1;4;2021-12-13
3434;Role system;Telecommunications_department;10;2;3;4;5;2021-07-30
3435;Office equipment;Telecommunications_department;10;3;2;5;9;2021-10-26
3436;Laying the network;Telecommunications_department;10;1;3;3;5;2021-06-07
3437;Mail;Information Resources Department;10;1;2;5;9;2021-02-28
3438;Office equipment;technical_department;10;1;2;10;8;2021-10-03
3439;Office equipment;technical_department;10;4;1;2;2;2021-12-19
3440;Installing software;Telecommunications_department;10;5;3;2;5;2021-07-19
3441;Internet;technical_department;10;2;2;7;7;2021-03-31
3442;Laying the network;Information Resources Department;10;4;2;3;5;2021-10-22
3443;Accounts;technical_department;10;5;2;9;6;2021-12-27
3444;Installing software;Telecommunications_department;10;3;1;12;8;2021-07-16
3445;PC hardware replacement;Information Resources Department;10;3;1;8;9;2021-03-16
3446;Antivirus;Telecommunications_department;10;2;1;6;6;2021-09-26
3447;OS;technical_department;10;5;1;3;5;2021-11-20
3448;Role system;Information Resources Department;10;1;3;9;6;2021-05-28
3449;OS;technical_department;10;3;3;7;5;2021-01-15
3450;Accounts;technical_department;10;4;1;8;9;2021-07-17
3451;PC hardware replacement;technical_department;10;5;1;8;8;2021-08-29
3452;Installing software;technical_department;10;3;1;4;7;2021-02-23
3453;Accounts;Information Resources Department;10;2;1;5;5;2021-10-01
3454;Installing software;technical_department;10;1;2;8;8;2021-03-22
3455;Internet;Telecommunications_department;10;4;2;11;5;2021-04-23
3456;Accounts;Information Resources Department;10;4;2;10;2;2021-10-05
3457;OS;Information Resources Department;10;5;3;1;8;2021-05-03
3458;Mail;technical_department;10;2;1;7;9;2021-10-09
3459;Mail;Information Resources Department;10;2;2;12;5;2021-10-30
3460;Laying the network;Telecommunications_department;10;5;2;2;1;2021-04-03
3461;OS;Telecommunications_department;10;3;3;8;5;2021-10-17
3462;PC hardware replacement;Telecommunications_department;10;2;1;5;5;2021-03-16
3463;Laying the network;technical_department;10;5;2;12;8;2021-03-25
3464;Role system;technical_department;10;5;2;4;3;2021-08-15
3465;Mail;Telecommunications_department;10;1;1;1;6;2021-02-17
3466;PC hardware replacement;Information Resources Department;10;2;2;1;4;2021-07-04
3467;Accounts;Information Resources Department;10;2;1;11;6;2021-07-02
3468;Laying the network;technical_department;10;4;1;5;9;2021-11-10
3469;Installing software;Information Resources Department;10;3;3;5;1;2021-05-04
3470;Role system;technical_department;10;1;2;7;7;2021-09-07
3471;Accounts;Telecommunications_department;10;3;1;8;8;2021-08-25
3472;Accounts;technical_department;10;3;1;5;9;2021-12-23
3473;Mail;technical_department;10;4;3;7;8;2021-06-04
3474;Installing software;Information Resources Department;10;5;2;12;4;2021-09-27
3475;Internet;Telecommunications_department;10;4;1;3;3;2021-09-02
3476;Accounts;technical_department;10;1;2;3;3;2021-12-19
3477;Office equipment;Telecommunications_department;10;4;1;8;1;2021-05-21
3478;Mail;Telecommunications_department;10;2;1;3;5;2021-09-01
3479;Accounts;Telecommunications_department;10;4;3;9;2;2021-07-26
3480;Internet;Telecommunications_department;10;4;2;12;1;2021-11-01
3481;Antivirus;technical_department;10;4;1;7;6;2021-03-22
3482;Office equipment;Telecommunications_department;10;5;1;5;9;2021-06-21
3483;Mail;Telecommunications_department;10;4;3;2;5;2021-05-05
3484;Accounts;Information Resources Department;10;5;2;7;2;2021-07-30
3485;PC hardware replacement;Information Resources Department;10;3;2;5;6;2021-12-05
3486;Antivirus;technical_department;10;1;2;5;7;2021-02-24
3487;Office equipment;Information Resources Department;10;3;2;5;1;2021-12-26
3488;Mail;Telecommunications_department;10;2;3;12;6;2021-03-12
3489;Antivirus;Telecommunications_department;10;2;3;1;9;2021-07-07
3490;OS;Telecommunications_department;10;2;1;4;8;2021-09-14
3491;Antivirus;technical_department;10;1;1;6;2;2021-07-05
3492;Antivirus;technical_department;10;2;3;5;5;2021-09-07
3493;Antivirus;Telecommunications_department;10;5;3;8;6;2021-12-21
3494;Laying the network;Telecommunications_department;10;2;1;2;4;2021-02-18
3495;OS;Telecommunications_department;10;4;1;6;5;2021-11-27
3496;Internet;Information Resources Department;10;2;1;7;7;2021-01-19
3497;Accounts;Telecommunications_department;10;2;1;1;7;2021-04-23
3498;Laying the network;Information Resources Department;10;2;2;9;4;2021-06-08
3499;Internet;technical_department;10;1;3;5;3;2021-03-07
3500;Antivirus;Information Resources Department;10;2;3;8;3;2021-04-17
3501;PC hardware replacement;Information Resources Department;10;4;3;5;2;2021-07-09
3502;PC hardware replacement;Telecommunications_department;10;1;2;4;6;2021-08-13
3503;Internet;Information Resources Department;10;2;3;2;4;2021-04-30
3504;Mail;Information Resources Department;10;1;3;8;3;2021-05-29
3505;Installing software;technical_department;10;5;1;7;1;2021-08-09
3506;Antivirus;Information Resources Department;10;5;2;9;3;2021-09-01
3507;Office equipment;Information Resources Department;10;3;1;9;9;2021-05-08
3508;Accounts;Information Resources Department;10;4;1;6;7;2021-05-26
3509;Antivirus;Telecommunications_department;10;1;2;8;3;2021-07-25
3510;OS;Telecommunications_department;10;3;1;12;4;2021-08-06
3511;Laying the network;Information Resources Department;10;3;2;3;8;2021-04-01
3512;Laying the network;technical_department;10;1;3;3;4;2021-04-07
3513;Laying the network;Information Resources Department;10;1;2;7;8;2021-05-26
3514;Role system;Telecommunications_department;10;5;1;2;8;2021-05-27
3515;Antivirus;Information Resources Department;10;3;3;8;2;2021-01-08
3516;Mail;Telecommunications_department;10;3;3;10;5;2021-01-03
3517;OS;Telecommunications_department;10;5;2;5;7;2021-02-10
3518;Mail;Telecommunications_department;10;1;2;2;6;2021-01-30
3519;Accounts;technical_department;10;2;1;11;7;2021-09-01
3520;Mail;technical_department;10;5;2;3;1;2021-08-15
3521;Internet;Telecommunications_department;10;3;1;1;1;2021-09-10
3522;Internet;Telecommunications_department;10;2;1;1;7;2021-08-19
3523;PC hardware replacement;Telecommunications_department;10;5;3;12;7;2021-03-11
3524;Office equipment;Information Resources Department;10;5;1;8;8;2021-02-11
3525;Laying the network;Telecommunications_department;10;1;1;8;8;2021-02-26
3526;Accounts;Information Resources Department;10;3;1;11;3;2021-01-23
3527;Accounts;technical_department;10;3;1;12;2;2021-08-03
3528;Laying the network;Telecommunications_department;10;5;2;10;1;2021-06-24
3529;PC hardware replacement;Telecommunications_department;10;4;2;1;8;2021-06-28
3530;Accounts;technical_department;10;2;2;6;3;2021-05-14
3531;OS;Telecommunications_department;10;5;2;11;9;2021-11-10
3532;Office equipment;Telecommunications_department;10;5;1;11;7;2021-09-20
3533;Office equipment;Telecommunications_department;10;1;1;5;4;2021-09-12
3534;Laying the network;Telecommunications_department;10;2;2;1;5;2021-07-18
3535;Office equipment;Telecommunications_department;10;1;2;8;1;2021-01-03
3536;Role system;Telecommunications_department;10;3;1;11;7;2021-11-01
3537;PC hardware replacement;Information Resources Department;10;2;1;7;2;2021-10-13
3538;Mail;technical_department;10;5;2;6;2;2021-08-07
3539;Accounts;technical_department;10;2;3;3;6;2021-01-12
3540;Mail;Telecommunications_department;10;2;2;9;1;2021-10-29
3541;Internet;technical_department;10;2;3;8;4;2021-09-29
3542;Role system;Information Resources Department;10;3;1;9;3;2021-07-12
3543;OS;technical_department;10;2;2;9;5;2021-12-04
